Species	C1	C2	C3	Y1	Y2	Y3
Microbacterium_wangruii	1	0	0	0	0	0
Microbispora_maris	0	0	0	0	0	1
Microbulbifer_hydrolyticus	1	0	0	0	0	0
Microbulbifer_sp._ALW1	1	0	0	0	0	0
Microbulbifer_sp._MCCC_1A16149	0	0	1	0	0	0
Microcella_alkaliphila	0	0	0	0	0	1
Microcella_indica	1	0	0	0	0	0
Micrococcus_yunnanensis	0	0	0	1	0	0
Microcystis_protocystis	0	1	0	0	0	0
Microlunatus_elymi	1	0	0	0	0	0
Micromonospora_carbonacea	0	0	1	0	0	0
Micromonospora_coxensis	0	0	0	1	0	0
Micromonospora_endophytica	0	0	0	1	0	0
Micromonospora_harpali	0	1	0	0	0	0
Micromonospora_krabiensis	1	0	0	0	0	0
Micromonospora_siamensis	0	1	0	0	0	0
Micromonospora_sp._CA-246542	0	0	0	1	0	0
Micromonospora_sp._CA-249363	0	1	0	0	0	0
Micromonospora_sp._DSM_45708	0	1	0	0	0	0
Micromonospora_sp._FIMYZ51	0	1	0	0	0	0
Micromonospora_sp._NBC_00389	0	1	0	0	0	0
Micromonospora_sp._NBC_00860	1	0	0	0	0	0
Micromonospora_sp._NBC_01405	0	0	1	0	0	0
Micromonospora_sp._SH-82	0	1	0	0	0	0
Micromonospora_sp._WMMD812	1	0	0	0	0	0
Micromonospora_sp._WMMD998	0	0	1	0	0	0
Micropruina_glycogenica	0	1	0	0	0	0
Mitsuaria_sp._7	1	0	0	0	0	0
Mixta_gaviniae	1	0	0	0	0	0
Mixta_hanseatica	1	0	0	0	0	0
Mixta_intestinalis	1	0	0	0	0	0
Mobiluncus_curtisii	1	0	0	0	0	0
Modestobacter_sp._L9-4	1	0	0	0	0	0
Moellerella_wisconsensis	0	0	0	1	0	0
Moineauvirus_CHPC950	0	0	0	0	1	0
Moineauvirus_D1024	0	0	0	0	1	0
Moraxella_bovoculi	0	0	1	0	0	0
Motiliproteus_sp.	0	0	0	1	0	0
Mucilaginibacter_jinjuensis	0	0	0	0	0	1
Mucilaginibacter_sabulilitoris	0	0	0	0	1	0
Mucilaginibacter_sp._KACC_22773	0	0	1	0	0	0
Mucilaginibacter_sp._PAMB04168	0	0	1	0	0	0
Mucilaginibacter_sp._R-33	1	0	0	0	0	0
Mucilaginibacter_sp._SMC90	0	0	1	0	0	0
Mucilaginibacter_sp._X5P1	0	1	0	0	0	0
Mucilaginibacter_yixingensis	1	0	0	0	0	0
Muscodensovirus_dipteran1	0	0	0	0	1	0
Musicola_paradisiaca	0	1	0	0	0	0
Mycetohabitans_endofungorum	0	0	1	0	0	0
Mycobacterium_adipatum	0	0	1	0	0	0
Mycobacterium_basiliense	0	1	0	0	0	0
Mycobacterium_cookii	1	0	0	0	0	0
Mycobacterium_europaeum	1	0	0	0	0	0
Mycobacterium_gallinarum	0	1	0	0	0	0
Mycobacterium_lacus	0	1	0	0	0	0
Mycobacterium_lentiflavum	1	0	0	0	0	0
Mycobacterium_malmoense	1	0	0	0	0	0
Mycobacterium_paraintracellulare	1	0	0	0	0	0
Mycobacterium_phage_Pepe	1	0	0	0	0	0
Mycobacterium_shigaense	1	0	0	0	0	0
Mycobacterium_simiae	0	1	0	0	0	0
Mycobacterium_sp._MS1601	0	1	0	0	0	0
Mycobacterium_sp._Z3061	0	1	0	0	0	0
Mycobacteroides_saopaulense	0	1	0	0	0	0
Mycolicibacter_minnesotensis	0	1	0	0	0	0
Mycolicibacterium_brumae	1	0	0	0	0	0
Mycolicibacterium_fortuitum	1	0	0	0	0	0
Mycolicibacterium_helvum	0	0	1	0	0	0
Mycolicibacterium_holsaticum	0	0	0	0	0	1
Mycolicibacterium_monacense	0	1	0	0	0	0
Mycolicibacterium_psychrotolerans	1	0	0	0	0	0
Mycolicibacterium_sp._ND9-15	1	0	0	0	0	0
Mycolicibacterium_sp._TUM20985	0	0	1	0	0	0
Mycolicibacterium_thermoresistibile	1	0	0	0	0	0
Mycolicibacterium_vaccae	1	0	0	0	0	0
Mycoplasma_crocodyli	0	0	0	0	1	0
Mycoplasma_sp._Mirounga_ES2805-ORL	0	1	0	0	0	0
Mycoplasma_sp._OR1901	0	0	0	0	1	0
Mycoplasma_struthionis	0	0	0	0	0	1
Mycoplasmopsis_agassizii	0	0	0	0	0	1
Myroides_odoratus	0	0	0	0	1	0
Nakamurella_antarctica	0	0	1	0	0	0
Nakamurella_sp._PAMC28650	0	0	0	1	0	0
Nanobdella_aerobiophila	0	0	0	1	0	0
Natribaculum_luteum	1	0	0	0	0	0
Natrinema_gelatinilyticum	0	0	0	0	1	0
Natrinema_halophilum	1	0	0	0	0	0
Natrinema_salinisoli	1	0	0	0	0	0
Natronomonas_moolapensis	0	0	1	0	0	0
Natronomonas_salina	0	1	0	0	0	0
Natronorarus_salvus	1	0	0	0	0	0
Natronorubrum_bangense	1	0	0	0	0	0
Naumovozyma_castellii	0	0	1	0	0	0
Neisseria_brasiliensis	0	1	0	0	0	0
Neisseria_meningitidis	0	0	1	0	0	0
Neisseria_musculi	0	1	0	0	0	0
Neisseria_sp._CCUG17229	0	1	0	0	0	0
Neisseria_sp._KEM232	0	1	0	0	0	0
Neisseria_yangbaofengii	0	0	0	0	1	0
Neobacillus_sp._FSL_H8-0543	0	0	0	0	1	0
Neobacillus_sp._PS2-9	0	1	0	0	0	0
Neokomagataea_tanensis	0	0	1	0	0	0
Neolewinella_sp.	1	0	0	0	0	0
Neomoorella_carbonis	1	0	0	0	0	0
Neorhizobium_petrolearium	0	0	0	0	1	0
Neospora_caninum	0	1	0	0	0	0
Neptuniibacter_halophilus	0	0	0	0	0	1
Neurospora_crassa	0	0	0	0	1	0
Niallia_oryzisoli	0	0	0	0	1	0
Niallia_tiangongensis	0	0	0	0	0	1
Nibricoccus_aquaticus	1	0	0	0	0	0
Nitratifractor_salsuginis	1	0	0	0	0	0
Nitratireductor_rhodophyticola	0	0	1	0	0	0
Nitratireductor_sp._L15S-10	0	0	0	1	0	0
Nitrincola_sp._MINF-07-Sa-05	0	0	0	0	1	0
Nitrobacter_sp._TKz-YC01	0	1	0	0	0	0
Nitrobacter_sp._TKz-YC02	0	0	1	0	0	0
Nitrobacter_winogradskyi	0	0	1	0	0	0
Nitrosococcus_halophilus	0	1	0	0	0	0
Nitrosomonas_sp._sh817	0	0	1	0	0	0
Nitrosomonas_ureae	0	1	0	0	0	0
Nitrosophilus_labii	0	0	0	0	0	1
Nitrosopumilus_cobalaminigenes	0	0	0	1	0	0
Nitrosospira_lacus	1	0	0	0	0	0
Nocardia_grenadensis	1	0	0	0	0	0
Nocardia_pseudovaccinii	0	0	1	0	0	0
Nocardia_sp._CA-120079	0	0	0	0	0	1
Nocardia_sp._CA-129566	0	1	0	0	0	0
Nocardia_sp._CA-135953	0	0	1	0	0	0
Nocardia_sp._NBC_00881	0	0	1	0	0	0
Nocardia_sp._NBC_01009	0	1	0	0	0	0
Nocardia_sp._NBC_01329	0	0	1	0	0	0
Nocardia_sp._NBC_01503	0	0	0	1	0	0
Nocardia_testacea	0	1	0	0	0	0
Nocardia_vulneris	0	0	0	0	1	0
Nocardia_yamanashiensis	0	1	0	0	0	0
Nocardia_yunnanensis	0	0	1	0	0	0
Nocardioides_aromaticivorans	1	0	0	0	0	0
Nocardioides_coralli	1	0	0	0	0	0
Nocardioides_daphniae	1	0	0	0	0	0
Nocardioides_faecalis	0	0	0	0	0	1
Nocardioides_houyundeii	0	0	1	0	0	0
Nocardioides_mesophilus	1	0	0	0	0	0
Nocardioides_panacis	0	0	0	0	0	1
Nocardioides_pantholopis	0	0	1	0	0	0
Nocardioides_renjunii	1	0	0	0	0	0
Nocardioides_sambongensis	0	0	1	0	0	0
Nocardioides_sp._B-3	1	0	0	0	0	0
Nocardioides_sp._InS609-2	1	0	0	0	0	0
Nocardioides_sp._JQ2195	0	0	0	0	0	1
Nocardioides_sp._L-11A	0	0	1	0	0	0
Nocardioides_sp._T5	1	0	0	0	0	0
Nocardioides_sp._W7	1	0	0	0	0	0
Nocardioides_sp._zg-1228	0	0	0	0	1	0
Nocardiopsis_alba	1	0	0	0	0	0
Nodosilinea_sp._E11	0	1	0	0	0	0
Nosocomiicoccus_ampullae	0	0	0	0	1	0
Nostoc_sp._'Peltigera_membranacea_cyanobiont'_N6	0	1	0	0	0	0
Nostoc_sp._MS1	0	0	0	0	0	1
Nostoc_sp._PCC_7524	0	0	0	1	0	0
Nostocoides_sp._HKS02	0	1	0	0	0	0
Novilysobacter_ciconiae	0	1	0	0	0	0
Novosphingobium_ginsenosidimutans	1	0	0	0	0	0
Novosphingobium_sp._EMRT-2	0	0	0	0	0	1
Novosphingobium_sp._Gsoil_351	0	1	0	0	0	0
Novosphingobium_sp._KA1	0	0	1	0	0	0
Obesumbacterium_proteus	0	0	1	0	0	0
Oceanicaulis_sp.	0	1	0	0	0	0
Oceanisphaera_profunda	0	0	1	0	0	0
Oceanobacillus_kimchii	0	0	1	0	0	0
Oceanobacillus_oncorhynchi	0	0	0	1	0	0
Oceanobacillus_sp._FSL_H7-0719	1	0	0	0	0	0
Ochrobactrum_quorumnocens	1	0	0	0	0	0
Ornithinibacillus_sp._4-3	0	0	0	0	1	0
Ornithinimicrobium_flavum	0	1	0	0	0	0
Ornithinimicrobium_sp._Y1847	1	0	0	0	0	0
Ornithinimicrobium_sufpigmenti	1	0	0	0	0	0
Orthobunyavirus_peachesterense	0	0	1	0	0	0
Oryzobacter_terrae	0	0	0	1	0	0
Ottowia_caeni	0	0	1	0	0	0
Ottowia_sp._SB7-C50	1	0	0	0	0	0
Paenacidovorax_monticola	0	1	0	0	0	0
Paenarthrobacter_aurescens	0	0	0	0	1	0
Paenibacillus_algicola	0	1	0	0	0	0
Paenibacillus_glycanilyticus	0	0	0	1	0	0
Paenibacillus_jilunlii	0	0	0	0	1	0
Paenibacillus_kribbensis	0	0	0	0	0	1
Paenibacillus_melissococcoides	1	0	0	0	0	0
Paenibacillus_naphthalenovorans	1	0	0	0	0	0
Paenibacillus_pabuli	0	1	0	0	0	0
Paenibacillus_peoriae	0	0	0	0	1	0
Paenibacillus_sabinae	0	0	0	0	0	1
Paenibacillus_sonchi	1	0	0	0	0	0
Paenibacillus_sp._481	0	0	0	1	0	0
Paenibacillus_sp._B01	0	0	1	0	0	0
Paenibacillus_sp._BIC5C1	0	0	0	0	1	0
Paenibacillus_sp._BIHB_4019	0	1	0	0	0	0
Paenibacillus_sp._FSL_R10-2734	0	0	1	0	0	0
Paenibacillus_sp._FSL_R10-2796	0	0	0	0	1	0
Paenibacillus_sp._FSL_R5-0490	0	0	0	1	0	0
Paenibacillus_sp._FSL_R7-0652	0	0	0	0	1	0
Paenibacillus_sp._FSL_W8-1187	1	0	0	0	0	0
Paenibacillus_sp._G2S3	1	0	0	0	0	0
Paenibacillus_sp._H1-7	0	0	0	0	0	1
Paenibacillus_sp._JNUCC32	0	1	0	0	0	0
Paenibacillus_sp._JZ16	0	1	0	0	0	0
Paenibacillus_sp._KACC_21273	0	0	0	1	0	0
Paenibacillus_sp._WLX1005	0	0	0	0	1	0
Paenibacillus_swuensis	0	0	1	0	0	0
Paenibacillus_terrae	0	0	0	0	0	1
Paenibacillus_tianjinensis	0	0	0	0	1	0
Paenibacillus_uliginis	0	0	0	0	1	0
Paenibacillus_woosongensis	0	1	0	0	0	0
Paenibacillus_xylanexedens	0	0	0	0	0	1
Paenisporosarcina_sp._FSL_H8-0542	0	0	0	1	0	0
Palleronia_sp._LCG004	0	0	0	0	1	0
Pandoraea_pulmonicola	1	0	0	0	0	0
Pandoraea_sp._NE5	1	0	0	0	0	0
Pandoraea_vervacti	0	0	1	0	0	0
Pantoea_allii	0	1	0	0	0	0
Pantoea_cypripedii	1	0	0	0	0	0
Pantoea_eucalypti	0	1	0	0	0	0
Pantoea_phytobeneficialis	1	0	0	0	0	0
Pantoea_rwandensis	1	0	0	0	0	0
Pantoea_sp._CCBC3-3-1	1	0	0	0	0	0
Pantoea_sp._FN060301	0	1	0	0	0	0
Pantoea_sp._MBD-2R	0	1	0	0	0	0
Pantoea_stewartii	0	1	0	0	0	0
Paraburkholderia_caffeinilytica	0	0	1	0	0	0
Paraburkholderia_dioscoreae	0	1	0	0	0	0
Paraburkholderia_kirstenboschensis	0	1	0	0	0	0
Paraburkholderia_megapolitana	0	1	0	0	0	0
Paraburkholderia_phytofirmans	0	0	0	1	0	0
Paraburkholderia_sp._D15	1	0	0	0	0	0
Paraburkholderia_sp._FT54	0	0	0	0	1	0
Paraburkholderia_sp._IMGN_8	1	0	0	0	0	0
Paraburkholderia_sp._PGU19	0	0	0	0	1	0
Paracidovorax_citrulli	1	0	0	0	0	0
Paracoccus_actinidiae	0	0	0	0	1	0
Paracoccus_aestuarii	0	0	0	0	0	1
Paracoccus_alcaliphilus	0	0	1	0	0	0
Paracoccus_fistulariae	0	1	0	0	0	0
Paracoccus_kondratievae	0	1	0	0	0	0
Paracoccus_marcusii	0	0	0	0	1	0
Paracoccus_sediminicola	1	0	0	0	0	0
Paracoccus_sp._TOH	0	0	1	0	0	0
Paracoccus_stylophorae	1	0	0	0	0	0
Parageobacillus_sp._KH3-4	0	1	0	0	0	0
Paraglaciecola_psychrophila	0	0	0	1	0	0
Paraglaciecola_sp._L1A13	0	1	0	0	0	0
Paraglaciecola_sp._T6c	0	0	0	1	0	0
Paraliobacillus_zengyii	0	0	0	0	0	1
Parasalinivibrio_latis	0	1	0	0	0	0
Parasedimentitalea_marina	1	0	0	0	0	0
Parasphaerochaeta_coccoides	0	1	0	0	0	0
Parasphingorhabdus_halotolerans	0	0	0	1	0	0
Parasphingorhabdus_sp.	0	1	0	0	0	0
Parathermosynechococcus_lividus	1	0	0	0	0	0
Paraurantiacibacter_namhicola	1	0	0	0	0	0
Parelusimicrobium_proximum	0	0	0	0	1	0
Parvularcula_bermudensis	0	1	0	0	0	0
Pasteurella_multocida	0	0	0	1	0	0
Paucibacter_sp._KCTC_42545	1	0	0	0	0	0
Pectobacterium_brasiliense	0	0	0	0	1	0
Pectobacterium_punjabense	0	0	0	1	0	0
Pediococcus_damnosus	0	0	0	1	0	0
Pedobacter_endophyticus	0	0	0	0	1	0
Pedobacter_foliorum	0	0	0	0	0	1
Pedobacter_lusitanus	1	0	0	0	0	0
Pedobacter_sp._G11	0	0	1	0	0	0
Pedobacter_sp._KACC_23697	0	0	1	0	0	0
Pedobacter_sp._R-06	0	0	0	1	0	0
Pedobacter_sp._SL55	0	0	0	0	1	0
Pelagerythrobacter_marinus	0	0	0	0	1	0
Pelagibacterium_sp._H642	0	0	1	0	0	0
Penicillium_psychrofluorescens	0	1	0	0	0	0
Peredibacter_starrii	0	0	0	0	1	0
Peribacillus_sp._B-H-3	0	0	0	1	0	0
Peribacillus_sp._FSL_E2-0218	0	0	0	0	0	1
Peribacillus_sp._SCS-26	0	0	0	1	0	0
Peteryoungia_desertarenae	0	1	0	0	0	0
Phadecavirus_PH10	0	0	0	1	0	0
Phaeobacter_gallaeciensis	0	0	0	0	1	0
Phaeobacter_inhibens	0	1	0	0	0	0
Phenylobacterium_parvum	0	0	0	0	1	0
Phenylobacterium_zucineum	0	0	0	0	1	0
Phocoenobacter_skyensis	0	1	0	0	0	0
Phormidium_yuhuli	0	0	0	0	1	0
Photobacterium_piscicola	0	0	0	1	0	0
Photobacterium_toruni	1	0	0	0	0	0
Photorhabdus_asymbiotica	1	0	0	0	0	0
Phycicoccus_endophyticus	0	1	0	0	0	0
Phytohabitans_suffuscus	0	0	1	0	0	0
Picosynechococcus_sp._PCC_7003	1	0	0	0	0	0
Piscirickettsia_salmonis	0	0	1	0	0	0
Planococcus_antarcticus	0	0	0	0	1	0
Planococcus_halocryophilus	0	0	0	0	0	1
Planococcus_halotolerans	0	0	0	0	1	0
Planococcus_maritimus	0	0	0	1	0	0
Planococcus_rifietoensis	0	0	1	0	0	0
Planococcus_shixiaomingii	0	0	1	0	0	0
Planococcus_sp._107-1	0	1	0	0	0	0
Planococcus_sp._PAMC_21323	0	0	1	0	0	0
Planococcus_versutus	0	0	1	0	0	0
Plantactinospora_sp._WMMC1484	1	0	0	0	0	0
Plasmodium_chabaudi	0	0	0	0	1	0
Plasmodium_vivax	0	1	0	0	0	0
Podospora_bellae-mahoneyi	0	1	0	0	0	0
Polaribacter_atrinae	0	0	0	0	0	1
Polaribacter_pectinis	0	0	0	0	1	0
Polaribacter_sp._HL-MS24	0	0	0	0	1	0
Polaribacter_sp._Q13	0	0	0	1	0	0
Polaribacter_sp._R77954	0	0	0	1	0	0
Polaromonas_hydrogenivorans	0	1	0	0	0	0
Polaromonas_sp.	0	0	1	0	0	0
Pollutimonas_thiosulfatoxidans	0	0	0	0	1	0
Polymorphobacter_sp._PAMC_29334	0	0	0	1	0	0
Polynucleobacter_arcticus	0	1	0	0	0	0
Polynucleobacter_ibericus	0	0	1	0	0	0
Polynucleobacter_sp._AP-Kolm-20A-A1	0	0	0	0	1	0
Polynucleobacter_sp._MWH-UH25E	0	0	0	1	0	0
Polynucleobacter_sp._VK25	1	0	0	0	0	0
Polynucleobacter_wuianus	0	1	0	0	0	0
Pontibacter_russatus	0	1	0	0	0	0
Pontibacter_sp._G13	0	0	0	0	0	1
Ponticoccus_alexandrii	0	0	0	0	0	1
Pontivivens_nitratireducens	0	0	0	0	0	1
Porifericola_rhodea	0	1	0	0	0	0
Prauserella_marina	0	0	0	1	0	0
Prevotella_nigrescens	0	0	1	0	0	0
Priestia_sp._MF3	0	0	0	0	0	1
Prochlorococcus_sp._MIT_9314	0	0	0	0	1	0
Profundibacter_amoris	0	0	1	0	0	0
Propionimicrobium_sp._PCR01-08-3	0	1	0	0	0	0
Protaetiibacter_larvae	0	0	0	0	1	0
Proteus_columbae	0	0	1	0	0	0
Providencia_sp._PROV175	0	0	0	0	1	0
Pseudalkalibacillus_sp._SCS-8	0	0	0	1	0	0
Pseudarthrobacter_quantipunctorum	0	0	1	0	0	0
Pseudarthrobacter_sp._N5	1	0	0	0	0	0
Pseudarthrobacter_sp._O4	1	0	0	0	0	0
Pseudarthrobacter_sulfonivorans	1	0	0	0	0	0
Pseudemcibacter_aquimaris	0	1	0	0	0	0
Pseudoalteromonas_agarivorans	0	0	0	0	1	0
Pseudoalteromonas_carrageenovora	0	0	0	0	1	0
Pseudoalteromonas_rhizosphaerae	0	0	0	0	1	0
Pseudoalteromonas_sp._DL-6	0	0	0	0	1	0
Pseudoalteromonas_sp._JC3	0	0	0	1	0	0
Pseudocnuella_soli	0	0	0	0	0	1
Pseudodesulfovibrio_piezophilus	0	0	0	0	1	0
Pseudoduganella_armeniaca	0	0	1	0	0	0
Pseudoduganella_sp._SL102	1	0	0	0	0	0
Pseudoduganella_sp._UC29_106	0	0	0	0	1	0
Pseudolabrys_sp._FHR47	1	0	0	0	0	0
Pseudomonas_alkylphenolica	1	0	0	0	0	0
Pseudomonas_alvandae	0	1	0	0	0	0
Pseudomonas_antarctica	0	1	0	0	0	0
Pseudomonas_azotoformans	1	0	0	0	0	0
Pseudomonas_canadensis	0	0	1	0	0	0
Pseudomonas_caspiana	0	0	0	0	0	1
Pseudomonas_coleopterorum	1	0	0	0	0	0
Pseudomonas_fragi	1	0	0	0	0	0
Pseudomonas_graminis	0	1	0	0	0	0
Pseudomonas_granadensis	1	0	0	0	0	0
Pseudomonas_grandcourensis	0	0	0	0	0	1
Pseudomonas_hefeiensis	0	0	0	0	1	0
Pseudomonas_helleri	1	0	0	0	0	0
Pseudomonas_lini	0	1	0	0	0	0
Pseudomonas_lundensis	0	0	0	0	0	1
Pseudomonas_marincola	0	1	0	0	0	0
Pseudomonas_moraviensis	0	0	1	0	0	0
Pseudomonas_muyukensis	0	1	0	0	0	0
Pseudomonas_nitroreducens	0	1	0	0	0	0
Pseudomonas_oryzae	1	0	0	0	0	0
Pseudomonas_oryzihabitans	0	1	0	0	0	0
Pseudomonas_phenolilytica	0	1	0	0	0	0
Pseudomonas_prosekii	0	1	0	0	0	0
Pseudomonas_saxonica	0	0	0	0	0	1
Pseudomonas_sediminis	1	0	0	0	0	0
Pseudomonas_serboccidentalis	0	1	0	0	0	0
Pseudomonas_sihuiensis	0	0	0	0	0	1
Pseudomonas_silesiensis	1	0	0	0	0	0
Pseudomonas_soli	0	0	1	0	0	0
Pseudomonas_sp._31-12	0	0	1	0	0	0
Pseudomonas_sp._ADAK18	1	0	0	0	0	0
Pseudomonas_sp._AN-B15	1	0	0	0	0	0
Pseudomonas_sp._B21128	1	0	0	0	0	0
Pseudomonas_sp._C27(2019)	0	1	0	0	0	0
Pseudomonas_sp._CP4	1	0	0	0	0	0
Pseudomonas_sp._Colony2	0	0	1	0	0	0
Pseudomonas_sp._D3	1	0	0	0	0	0
Pseudomonas_sp._DG56-2	0	0	0	0	0	1
Pseudomonas_sp._DY-1	0	0	0	1	0	0
Pseudomonas_sp._FP453	0	1	0	0	0	0
Pseudomonas_sp._G166	0	1	0	0	0	0
Pseudomonas_sp._GXZC	1	0	0	0	0	0
Pseudomonas_sp._HS6	0	0	0	1	0	0
Pseudomonas_sp._IB20	0	0	0	0	1	0
Pseudomonas_sp._J452	0	1	0	0	0	0
Pseudomonas_sp._JQ170C	1	0	0	0	0	0
Pseudomonas_sp._KU26590	0	0	1	0	0	0
Pseudomonas_sp._LS44	0	1	0	0	0	0
Pseudomonas_sp._Lz4W	0	1	0	0	0	0
Pseudomonas_sp._MAC6	0	0	0	0	0	1
Pseudomonas_sp._MTM4	0	0	0	0	1	0
Pseudomonas_sp._N3-W	0	0	0	0	1	0
Pseudomonas_sp._NFX1	0	0	1	0	0	0
Pseudomonas_sp._NIBR-H-19	0	1	0	0	0	0
Pseudomonas_sp._NY5710	0	1	0	0	0	0
Pseudomonas_sp._NY8896	0	0	0	1	0	0
Pseudomonas_sp._NyZ480	0	1	0	0	0	0
Pseudomonas_sp._RC10	0	1	0	0	0	0
Pseudomonas_sp._S34	1	0	0	0	0	0
Pseudomonas_sp._SCA2728.1_7	0	1	0	0	0	0
Pseudomonas_sp._SCB32	0	0	0	0	0	1
Pseudomonas_sp._St316	0	1	0	0	0	0
Pseudomonas_sp._YJ42	0	0	1	0	0	0
Pseudomonas_sp._Z003-0.4C(8344-21)	0	0	0	0	0	1
Pseudomonas_syringae_group_genomosp._3	1	0	0	0	0	0
Pseudomonas_syringae_group_genomosp._7	0	0	1	0	0	0
Pseudomonas_veronii	0	1	0	0	0	0
Pseudonocardia_oceani	0	1	0	0	0	0
Pseudonocardia_sp._CA-142604	1	0	0	0	0	0
Pseudooceanicola_atlanticus	0	0	1	0	0	0
Pseudorhodoplanes_sinuspersici	0	1	0	0	0	0
Pseudoroseicyclus_sp._CXY001	0	0	0	0	1	0
Pseudosulfitobacter_sp._DSM_107133	0	0	1	0	0	0
Pseudothermotoga_hypogea	1	0	0	0	0	0
Pseudovibrio_brasiliensis	1	0	0	0	0	0
Pseudoxanthomonas_sp._JBR18	1	0	0	0	0	0
Pseudoxanthomonas_sp._SL93	1	0	0	0	0	0
Psilocybe_cubensis	1	0	0	0	0	0
Psychrobacillus_psychrodurans	0	0	0	0	1	0
Psychrobacillus_sp._FSL_K6-2843	1	0	0	0	0	0
Psychrobacillus_sp._INOP01	0	1	0	0	0	0
Psychrobacter_arenosus	1	0	0	0	0	0
Psychrobacter_sp._P2G3	0	0	0	0	1	0
Psychrobacter_sp._WB2	0	1	0	0	0	0
Psychromonas_sp._GE-S-Ul-11	0	0	0	1	0	0
Puccinia_striiformis	0	0	0	1	0	0
Pulveribacter_suum	1	0	0	0	0	0
Pyricularia_oryzae	0	0	0	0	0	1
Pyricularia_pennisetigena	1	0	0	0	0	0
Pyrobaculum_calidifontis	0	0	1	0	0	0
Qingshengfaniella_alkalisoli	0	0	1	0	0	0
Qipengyuania_nanhaisediminis	1	0	0	0	0	0
Qipengyuania_sediminis	1	0	0	0	0	0
Qipengyuania_seohaensis	0	1	0	0	0	0
Qipengyuania_sp.	0	0	1	0	0	0
Qipengyuania_xiapuensis	1	0	0	0	0	0
Rahnella_aceris	0	0	1	0	0	0
Rahnella_aquatilis	1	0	0	0	0	0
Rahnella_variigena	0	0	1	0	0	0
Raineyella_fluvialis	0	0	1	0	0	0
Raineyella_sp._W15-4	0	1	0	0	0	0
Ralstonia_sp._RRA	0	1	0	0	0	0
Ralstonia_sp._Ralssp110	1	0	0	0	0	0
Raoultella_terrigena	0	0	1	0	0	0
Rathayibacter_iranicus	0	1	0	0	0	0
Rathayibacter_sp._VKM_Ac-2762	0	1	0	0	0	0
Rathayibacter_sp._VKM_Ac-2801	1	0	0	0	0	0
Rathayibacter_tanaceti	0	0	0	1	0	0
Rheinheimera_sp._D18	0	0	1	0	0	0
Rhizobium_binae	0	0	1	0	0	0
Rhizobium_daejeonense	0	0	0	0	1	0
Rhizobium_indicum	0	0	0	0	0	1
Rhizobium_rhizoryzae	0	0	1	0	0	0
Rhizobium_sp._CB3090	0	1	0	0	0	0
Rhizobium_sp._Rhizsp82	0	0	1	0	0	0
Rhizobium_sp._SL42	1	0	0	0	0	0
Rhizobium_sp._TH2	0	1	0	0	0	0
Rhizobium_sp._YTUHZ045	0	0	0	0	0	1
Rhizobium_sp._ZX09	1	0	0	0	0	0
Rhizobium_sullae	1	0	0	0	0	0
Rhizorhabdus_phycosphaerae	0	0	1	0	0	0
Rhizorhabdus_wittichii	0	1	0	0	0	0
Rhodanobacter_glycinis	0	0	0	0	0	1
Rhodanobacter_sp._Col0626	0	1	0	0	0	0
Rhodococcus_indonesiensis	0	0	0	0	0	1
Rhodococcus_jostii	1	0	0	0	0	0
Rhodococcus_pseudokoreensis	0	0	0	0	0	1
Rhodococcus_pyridinivorans	0	1	0	0	0	0
Rhodococcus_sovatensis	0	0	1	0	0	0
Rhodococcus_sp._(in:_high_G+C_Gram-positive_bacteria)	0	1	0	0	0	0
Rhodococcus_sp._ABRD24	0	0	1	0	0	0
Rhodococcus_sp._W8901	0	1	0	0	0	0
Rhodococcus_sp._WAY2	0	0	1	0	0	0
Rhodococcus_sp._WB9	0	0	0	0	0	1
Rhodococcus_sp._YL-1	0	1	0	0	0	0
Rhodoluna_limnophila	1	0	0	0	0	0
Rhodopseudomonas_sp._P2A-2r	1	0	0	0	0	0
Rhodovulum_sp._P5	0	0	1	0	0	0
Rhodovulum_sulfidophilum	0	1	0	0	0	0
Rickettsia_canadensis	0	0	0	0	0	1
Rippkaea_orientalis	0	0	0	0	1	0
Robbsia_andropogonis	0	1	0	0	0	0
Rodentibacter_haemolyticus	0	1	0	0	0	0
Roseibium_album	0	1	0	0	0	0
Roseivirga_pacifica	0	0	0	1	0	0
Roseomonas_mucosa	0	1	0	0	0	0
Roseovarius_sp.	0	0	1	0	0	0
Roseovarius_sp._Pro17	1	0	0	0	0	0
Roseovarius_tolerans	0	0	1	0	0	0
Rosistilla_oblonga	0	0	1	0	0	0
Rossellomorea_sp._DA94	0	0	0	0	1	0
Rossellomorea_sp._KS-H15a	0	0	0	0	0	1
Rossellomorea_vietnamensis	0	0	0	0	0	1
Rothia_sp._SD9660Na	1	0	0	0	0	0
Rothia_terrae	0	0	0	0	0	1
Rouxiella_badensis	1	0	0	0	0	0
Ruania_alkalisoli	0	0	0	1	0	0
Rubrivirga_sp.	1	0	0	0	0	0
Ruegeria_conchae	0	0	0	0	1	0
Ruegeria_pomeroyi	1	0	0	0	0	0
Rummeliibacillus_pycnus	0	1	0	0	0	0
Runella_sp.	0	1	0	0	0	0
Runella_sp._SP2	0	0	0	0	1	0
Saccharomonospora_azurea	0	0	0	0	1	0
Saccharomonospora_cyanea	0	0	1	0	0	0
Saccharomonospora_glauca	0	1	0	0	0	0
Saccharothrix_sp._HUAS_TT1	1	0	0	0	0	0
