Genus	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
Eurybiavirus	0	1	0	0	0	0	0	2	0	0	0	0	2	6	0	2	10
Gayadomonas	0	1	0	1	0	0	0	0	0	3	0	8	4	6	0	0	0
Alexandravirus	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0
Carpasinavirus	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Gaunavirus	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16	0
Pamexvirus	7	0	2	5	0	0	0	0	0	0	0	0	6	1	1	0	0
Pijolavirus	6	1	0	0	0	0	0	3	0	0	0	4	0	3	3	2	0
Shapirovirus	0	0	0	4	0	0	0	0	0	0	0	1	1	6	8	0	2
Spongiactinospora	0	0	2	3	0	0	0	0	2	0	0	0	5	5	3	2	0
Donellivirus	0	4	1	0	0	0	0	0	0	0	1	0	2	1	0	4	8
Fletchervirus	0	1	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0
Phaeovirus	0	2	2	0	0	0	0	0	0	0	0	7	8	2	0	0	0
Puppervirus	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	6	8
Audreyjarvisvirus	0	7	0	5	0	0	0	0	0	0	0	0	2	0	6	0	0
Charybdisvirus	0	0	0	1	0	0	0	0	0	0	0	0	4	0	4	10	1
Galenevirus	2	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0
Orthohantavirus	0	15	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0
Pseudotevenvirus	0	2	12	0	0	0	0	0	0	0	1	0	3	2	0	0	0
Alphaentomopoxvirus	0	0	1	8	0	7	0	0	0	0	0	0	0	0	1	2	0
Glaucusvirus	0	0	0	2	0	0	0	0	0	0	0	10	0	0	6	1	0
Wenxinia	0	0	10	2	0	0	0	0	0	0	0	2	2	0	1	0	2
Asfivirus	2	1	0	0	0	0	0	0	0	0	0	0	4	3	2	0	6
Deltaentomopoxvirus	0	0	0	1	0	0	0	0	0	0	1	11	4	0	0	0	1
Mahstovirus	0	4	0	2	0	0	0	4	0	0	0	1	1	0	6	0	0
Oryzopoxvirus	0	7	3	0	2	0	0	0	0	0	0	0	2	0	2	0	2
Swiduovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3
Veracruzvirus	0	0	0	0	0	0	0	0	4	4	0	5	2	0	1	2	0
Lederbergvirus	0	1	0	0	0	0	0	3	6	0	0	0	0	0	1	0	6
Plateaulakevirus	0	0	0	0	0	0	0	0	0	0	0	3	1	1	8	2	2
Pepyhexavirus	0	0	1	10	0	0	0	0	0	0	0	4	0	1	0	0	0
Sciuriunavirus	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	10	1
Aeropyrum	0	2	0	0	0	0	0	0	0	0	0	1	6	3	0	1	2
Chloriridovirus	0	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5
Iridovirus	2	0	3	0	0	0	0	0	1	0	0	0	4	5	0	0	0
Latrobevirus	0	0	2	0	0	8	0	0	0	0	1	0	0	0	0	0	4
Lenusvirus	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0
Orthopoxvirus	0	2	0	2	2	0	0	0	0	0	0	2	0	3	0	4	0
Shirahamavirus	0	2	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0
Bertelyvirus	1	0	3	0	0	0	0	0	2	0	2	1	0	1	0	4	0
Macavirus	0	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrodictium	0	1	2	2	0	0	0	0	0	0	0	2	0	1	3	2	1
Sukhumvitvirus	0	1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0
Takahashivirus	0	0	1	5	1	0	0	0	0	0	0	1	0	4	1	1	0
Tandoganvirus	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timquatrovirus	0	0	0	0	0	0	0	3	0	0	1	0	1	0	2	3	4
Chunghsingvirus	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Metallibacterium	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	8	0
Noxifervirus	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0
Phobosvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0
Tunavirus	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
Vipetofemvirus	0	0	0	0	0	0	0	0	0	0	0	1	9	3	0	0	0
Alphanemrhavirus	0	7	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacelvirus	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
Bernalvirus	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0
Circovirus	0	0	0	2	0	0	0	0	0	0	0	2	1	5	0	0	2
Cytorhabdovirus	0	0	0	0	3	0	0	5	0	0	0	0	0	0	3	1	0
Deltanudivirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0
Ictalurivirus	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
Jedunavirus	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lazarusvirus	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macdonaldcampvirus	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostreavirus	0	1	1	0	1	0	0	0	9	0	0	0	0	0	0	0	0
Rahariannevirus	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0
Tybeckvirus	0	1	1	0	1	0	0	0	0	0	6	1	2	0	0	0	0
Wbetavirus	7	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Zitchvirus	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0
Ascovirus	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Betterkatzvirus	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0
Cacepaovirus	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
Gammabaculovirus	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	1
Iltovirus	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0
Ilzatvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Kanagawavirus	0	0	0	2	0	0	0	0	0	0	0	1	4	0	4	0	0
Larmunavirus	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Ormenosvirus	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4
Petsuvirus	0	1	2	0	0	0	0	0	0	0	0	0	0	1	5	2	0
Phlebovirus	0	1	0	1	0	0	0	0	0	2	0	0	0	0	5	0	2
Toursvirus	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Valbvirus	7	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Betafusarivirus	0	0	0	3	0	0	0	0	0	0	0	4	2	1	0	0	0
Chiangmaivirus	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0
Cyvirus	0	0	0	2	0	1	0	0	5	0	2	0	0	0	0	0	0
Denvervirus	0	0	5	0	0	0	0	0	0	0	0	0	2	3	0	0	0
Hnatkovirus	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0
Immutovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0
Lagaffevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Narnavirus	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	1	1
Qadamvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3
Rtpvirus	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Skatevirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Tanisvirus	0	0	1	0	0	0	0	0	1	2	0	0	0	0	6	0	0
Tequintavirus	1	0	2	1	0	0	0	0	0	0	0	3	1	2	0	0	0
Tidunavirus	0	0	6	0	2	0	0	0	0	0	0	0	1	1	0	0	0
Twortvirus	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	3	1
Blunervirus	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Candidatus_Nitrosocaldus	2	0	0	0	0	1	0	0	2	0	0	1	1	2	0	0	0
Coccolithovirus	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cryptomonas	0	0	1	0	0	0	0	0	0	0	0	4	1	1	0	2	0
Dismasvirus	0	2	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0
Gordonvirus	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0
Hapavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0
Hemiselmis	0	3	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0
Mementomorivirus	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	3	0
Mieseafarmvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Xooduovirus	0	0	1	4	0	1	0	0	0	0	0	0	1	1	0	0	1
Andrewvirus	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
Bridgettevirus	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
Colossusvirus	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
Drulisvirus	0	2	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Emaravirus	0	0	0	1	1	0	0	0	0	2	3	0	0	0	0	1	0
Emcearvirus	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0
Fohxhuevirus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2
Galaxyvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7
Mimasvirus	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1
Mosugukvirus	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5
Negevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3
Nezavisimistyvirus	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	5	0
Nyceiraevirus	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Pradovirus	0	0	0	3	0	0	0	0	0	0	0	2	3	0	0	0	0
Ranavirus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	1
Replylivirus	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
Rogerhendrixvirus	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Salasvirus	0	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Skunavirus	0	0	3	0	0	0	0	0	0	0	1	2	1	1	0	0	0
Wulfhauvirus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Akihdevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Alphacoronavirus	0	1	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0
Bequatrovirus	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0
Besingivirus	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0
Chuhaivirus	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	1	0
Cytomegalovirus	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1
Gelderlandvirus	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1
Gemykibivirus	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaypoctavirus	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0
Kuravirus	0	0	3	1	0	0	0	0	0	1	0	1	0	1	0	0	0
Lentavirus	0	0	0	0	3	0	0	0	1	1	2	0	0	0	0	0	0
Luzseptimavirus	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0
Nevevirus	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	1
Pagevirus	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2
Parlovirus	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0
Peternellavirus	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0
Pomeroyivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Shalavirus	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	2
Shanbavirus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0
Tequatrovirus	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0
Yatapoxvirus	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1
Bhargavaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Bingvirus	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bossavirus	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Buhlduvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Candidatus_Photodesmus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0
Gaprivervirus	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Gualtarvirus	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2
Iapetusvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0
Klausavirus	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0
Litunavirus	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Lolavirus	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0
Lymphocryptovirus	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	0
Minunavirus	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2
Muldoonvirus	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Nickievirus	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1
Orbivirus	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
Pamirivirus	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0
Radostvirus	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0
Ripduovirus	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
Tinduovirus	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
Weheuvirus	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0
Wellingtonvirus	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0
Whopevirus	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0
Alasvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bantamvirus	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Barnyardvirus	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
Bastillevirus	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1
Benedictvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
Bottigliavirus	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0
Byrnievirus	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
Caeruleovirus	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Deseoctovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Exceevirus	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Herugrimvirus	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1
Iaduovirus	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Jacunavirus	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Jolieduovirus	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0
Kagamiyamavirus	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
Korravirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
Lipsvirus	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0
Macluravirus	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1
Manovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Manuelvirus	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0
Oliverunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Orthonairovirus	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Phapecoctavirus	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0
Phytoreovirus	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Quwivirus	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
Risjevirus	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0
Sciuripoxvirus	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0
Timshelvirus	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Vohsuavirus	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
Alcyoneusvirus	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Alpharetrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Badaguanvirus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betaricinrhavirus	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
Bowservirus	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Carlavirus	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0
Clownvirus	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cukevirus	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
Eceepunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Enhodamvirus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
Enterovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Gammapapillomavirus	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0
Gibbetvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Glaedevirus	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0
Harbinvirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1
Hohrdovirus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
Japarudivirus	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
Jasminevirus	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
Jujuvirus	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
Karimacvirus	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0
Kayvirus	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Krischvirus	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
Kujavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Lambdavirus	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
Lentivirus	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Lilyvirus	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
Marthavirus	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
Otagovirus	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pahexavirus	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0
Pankowvirus	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Parapoxvirus	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Pikminvirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Polybotosvirus	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proboscivirus	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
Quhwahvirus	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Roufvirus	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Saikungvirus	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0
Schiekvirus	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Secretariatvirus	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Serkorvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Sextaecvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Sokavirus	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Suipoxvirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Thogotovirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
Uetakevirus	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1
Velarivirus	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
Xiamenvirus	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0
Akiravirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Almendravirus	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Alphapironavirus	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Aurivirus	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azorudivirus	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Badnavirus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Betalipothrixvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bixzunavirus	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bongovirus	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Bosavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Caminolopintovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Cecivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Cellubavirus	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Cervidpoxvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Cetovirus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Chalconvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Cimpunavirus	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Coetzeevirus	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
Cosavirus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Cymopoleiavirus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Dendoorenvirus	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dongdastvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Dubowvirus	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Fernvirus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxborovirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Fremauxvirus	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Gundelvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Hacihdavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Hautrevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Henunavirus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Jarrellvirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Kahucivirus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kakivirus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kenoshavirus	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Keshuvirus	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
Knuthellervirus	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Kojivirus	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Kuleanavirus	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Lacusarxvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Lastavirus	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Lessievirus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Lilmcdreamyvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Machinavirus	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Manhattanvirus	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Marienburgvirus	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Montyvirus	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Muscodensovirus	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
Mydovirus	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Norovirus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Orthohepadnavirus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Phabquatrovirus	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
Pinnievirus	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Pipefishvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Plaisancevirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Potamipivirus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Protoparvovirus	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Pukovnikvirus	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Punavirus	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Refugevirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Roseolovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Septimatrevirus	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
Shizishanvirus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Soymovirus	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Taipeivirus	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
Teseptimavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Varicosavirus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yangvirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Alegriavirus	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Alphaendornavirus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Alphanucleorhabdovirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Alphapleolipovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ampelovirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Aqualcavirus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Austintatiousvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Bostovirus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bracchivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Busanvirus	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Caelumvirus	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Camvirus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Carbonactinospora	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Carbovirus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Ceceduovirus	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Ceduovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
