Taxonomy	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43135	69	5	13	14	9	0	6	2	16	0	0	1	6	16	24	18	9	103
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43136	5	13	3	9	9	5	5	2	4	22	0	14	12	70	34	9	25	18
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43137	81	10	15	14	15	5	21	1	3	16	3	1	89	41	69	100	13	30
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43140	2	13	87	9	28	1	0	0	1	1	0	2	5	5	19	100	78	29
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43145	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43153	0	0	0	3	0	0	5	0	0	0	0	0	0	1	4	1	1	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SCSIO_43155	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._SS-MA-C1-2	9	7	28	5	9	5	46	0	8	14	1	3	38	35	25	102	32	18
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._STUT-A11	9	1	3	4	21	0	0	0	4	0	2	0	2	28	9	5	5	27
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._STUT-A16	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._Scap24	10	9	3	0	1	0	0	0	0	0	0	0	2	0	7	0	2	2
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._THAF190c	21	3	8	5	9	8	27	1	5	1	0	46	33	10	32	20	17	1
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._THAF191c	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._THAF191d	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._VB16	22	1	16	7	25	11	4	1	1	179	0	0	12	7	17	67	8	13
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._YMD68	9	1	4	16	14	4	2	6	4	74	0	0	9	26	60	12	3	17
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._dhg	0	5	1	0	1	1	0	0	0	0	0	2	9	5	3	0	18	36
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._gvc	2	1	0	23	7	0	1	0	3	0	0	0	5	6	11	14	2	9
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._qd031	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._sp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_spartinae	30	7	16	8	28	7	10	2	6	197	1	5	22	30	33	14	5	28
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_splendidus	14	12	17	19	3	1	7	0	2	0	2	7	3	4	3	10	53	5
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_taketomensis	6	10	9	6	10	0	2	2	7	4	4	1	42	20	62	26	24	18
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_tapetis	47	23	34	59	15	2	11	1	17	4	9	4	8	31	148	92	25	59
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_tarriae	4	0	50	15	6	2	0	1	1	0	0	0	2	10	3	5	77	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_tasmaniensis	0	3	3	2	17	0	0	1	0	0	0	0	1	0	21	1	0	10
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_toranzoniae	0	0	0	0	4	0	0	0	1	0	0	0	4	4	13	0	0	7
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_tritonius	15	3	9	13	19	1	11	0	1	2	0	7	24	15	6	27	4	17
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_tubiashii	5	4	20	72	35	0	102	0	3	1	3	7	47	18	89	46	16	57
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_vulnificus	43	13	67	61	71	8	20	12	23	206	9	11	65	92	68	42	102	72
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_zhugei	12	23	6	12	110	0	9	1	6	0	0	0	30	24	30	33	19	12
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_ziniensis	13	7	5	5	38	3	0	1	7	2	0	26	11	18	16	21	33	59
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Aerosticca|s__Aerosticca_soli	1	10	17	6	32	9	0	2	4	29	0	7	11	56	70	4	8	31
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Ahniella|s__Ahniella_affigens	24	109	15	5	74	4	49	0	5	15	3	1	19	37	35	33	19	93
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dokdonella|s__Dokdonella_koreensis	76	39	32	4	52	8	0	4	10	15	2	0	50	209	99	30	53	61
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_caseinilytica	61	3	26	10	52	10	13	3	2	1	4	0	57	55	45	26	21	53
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_japonica	24	46	6	3	55	1	0	4	3	4	4	2	68	80	38	93	28	46
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_sp._GSA-30	61	31	50	34	42	2	4	1	2	8	8	1	45	109	108	8	27	34
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_sp._M7H15-1	3	8	17	15	22	7	14	1	3	39	0	1	17	101	34	17	39	28
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_telluris	56	10	17	24	61	19	2	8	4	0	3	0	384	123	61	33	16	76
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_terrae	6	7	32	84	13	6	18	3	4	2	1	2	31	64	56	20	30	21
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_thiooxydans	36	7	50	10	22	9	5	4	2	40	5	5	68	106	59	87	17	64
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria_aurantia	28	8	35	19	56	13	1	0	2	6	0	2	40	99	112	35	18	38
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria_edaphi	58	107	39	33	100	61	16	1	6	15	4	0	13	48	29	53	13	30
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Frateuria|s__Frateuria_soli	46	29	34	13	31	10	0	8	1	1	3	3	62	84	44	24	11	24
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_aegosomaticola	150	286	210	75	182	162	0	1	20	69	4	9	18	97	39	59	59	65
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_aegosomatis	37	8	15	13	95	14	0	1	3	17	7	0	62	104	96	17	16	78
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_aegosomatissinici	5	6	12	5	82	22	2	0	0	58	3	1	29	73	49	6	15	76
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_anthropi	15	3	29	10	55	12	0	2	2	13	0	0	26	88	59	31	6	29
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_flocculans	5	3	17	4	23	8	0	7	1	21	2	1	68	130	41	5	25	31
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_pinisoli	21	16	15	25	59	6	0	4	3	51	4	6	30	69	66	14	15	26
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Luteibacter|s__Luteibacter_rhizovicinus	5	7	17	8	14	3	0	2	4	11	2	2	24	35	30	25	15	17
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Metallibacterium|s__Metallibacterium_scheffleri	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	8	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_denitrificans	9	7	14	15	61	4	1	4	2	57	3	2	27	86	30	47	21	51
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_glycinis	11	22	14	8	24	14	2	5	2	1	4	7	60	28	51	131	32	43
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_sp._AS-Z3	7	7	1	3	90	1	2	1	0	200	1	0	19	36	59	30	3	15
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_sp._FDAARGOS_1247	6	49	17	17	32	4	1	0	1	13	11	5	11	64	23	12	43	19
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_thiooxydans	80	28	13	27	83	7	0	1	3	3	0	4	108	178	57	72	23	104
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Tahibacter|s__Tahibacter_amnicola	53	3	54	72	66	16	5	16	14	3	817	1	53	79	42	38	28	54
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas|s__Arenimonas_daejeonensis	8	28	13	135	24	5	0	7	3	0	5	2	4	21	15	6	9	10
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_chenhongjianii	23	10	46	68	58	15	0	7	3	96	4	3	33	35	60	38	149	99
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_fraxinea	11	11	34	10	40	7	0	1	2	17	0	6	39	48	25	82	9	13
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_granuli	25	17	9	20	10	5	17	2	7	5	0	0	31	54	20	20	16	26
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._JM171	10	3	9	48	35	23	4	0	2	6	0	2	42	44	22	40	21	31
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._MC1572	69	2	12	1	47	5	0	2	1	49	0	2	58	160	21	17	7	25
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._MC1750	17	28	2	23	77	8	2	5	4	0	1	5	72	67	30	51	14	43
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._MC1825	2	4	4	1	8	19	2	0	0	0	0	0	6	32	37	10	24	2
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._S4-F44	19	51	107	32	51	44	0	0	3	10	1	1	26	40	26	17	26	59
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_sp._YGD11-2	19	8	7	26	34	4	1	5	8	0	1	0	52	39	41	12	11	19
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas|s__Luteimonas_yindakuii	44	15	41	12	42	23	101	0	2	28	5	1	96	61	69	35	19	40
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_alkalisoli	41	57	71	31	80	38	0	0	3	9	1	0	38	51	48	23	6	26
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_antibioticus	8	17	37	6	28	8	0	6	10	110	8	2	31	49	56	8	41	13
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_arenosi	15	18	10	3	35	1	0	0	5	2	0	5	27	37	18	38	16	18
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_auxotrophicus	14	19	0	2	26	3	0	3	8	3	0	2	46	25	21	8	15	6
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_avium	0	1	0	0	5	0	0	0	0	1	0	0	11	11	1	13	4	4
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_capsici	44	89	119	25	116	21	3	9	3	29	6	6	156	172	94	47	59	58
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_ciconiae	0	5	2	9	7	0	0	0	0	11	1	0	4	5	9	2	0	25
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_enzymogenes	135	117	43	229	195	28	6	8	6	164	15	5	283	261	182	186	45	152
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_gummosus	6	1	0	2	1	1	0	3	0	0	3	0	16	24	4	6	0	2
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_luteus	5	3	10	2	20	6	0	2	1	2	3	0	14	51	25	5	9	38
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_lycopersici	86	23	235	6	41	10	0	1	2	6	0	0	50	185	65	85	46	65
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_maris	7	26	6	19	30	1	2	2	3	23	0	4	50	80	53	37	21	76
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_oculi	38	7	13	20	14	3	1	10	24	4	1	3	45	36	52	5	14	24
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_soli	13	29	4	73	44	7	4	0	5	82	4	0	49	129	48	20	21	91
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_solisilvae	27	36	11	9	62	4	0	9	5	6	1	2	91	61	39	16	16	44
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._5GHs7-4	31	10	17	8	45	2	12	6	5	8	0	4	94	94	31	67	18	49
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._CJ11	64	111	116	44	91	44	0	2	10	7	2	5	11	9	13	12	1	60
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._CW239	3	7	7	4	29	5	0	1	2	51	1	2	14	17	40	17	47	15
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._H21R4	23	5	6	3	13	4	1	0	4	0	0	0	39	16	24	19	6	13
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._H23M47	3	1	0	0	3	1	0	0	2	0	0	0	1	7	4	0	1	1
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._HDW10	4	0	16	22	12	1	1	0	0	10	0	0	3	27	114	5	21	20
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._K5869	41	67	64	21	76	49	0	4	0	12	1	3	17	42	26	9	21	10
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._KIS68-7	6	11	40	18	36	8	0	11	1	2	2	0	34	23	24	25	11	16
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._S4-A87	6	8	17	5	23	3	2	2	2	19	3	0	13	26	33	6	3	20
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp._TY2-98	23	31	14	23	26	21	1	1	0	38	18	0	63	19	23	33	10	18
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_terrestris	9	6	13	15	34	6	0	10	7	15	5	7	51	51	31	36	16	34
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudolysobacter|s__Pseudolysobacter_antarcticus	11	26	10	24	48	3	1	1	4	17	9	0	95	119	73	9	44	60
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_daejeonensis	7	17	26	64	10	17	2	1	1	77	1	5	9	63	33	5	8	9
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_mexicana	14	18	28	24	36	11	1	12	1	79	10	12	109	50	39	47	11	29
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sp._JBR18	48	32	43	18	75	16	0	3	8	35	4	4	28	27	48	18	15	24
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sp._SE1	18	16	33	13	21	6	4	2	8	0	2	13	33	36	44	18	12	14
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sp._SL93	54	8	22	20	22	8	0	0	3	2	13	0	13	33	52	31	42	19
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sp._X-1	5	6	21	40	42	5	0	12	4	10	3	3	89	61	85	7	27	65
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_spadix	55	8	1	15	10	2	0	2	1	4	5	13	30	86	29	28	15	34
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_suwonensis	96	398	46	132	203	122	2	6	25	52	1	10	156	155	89	177	68	90
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_acidaminiphila	52	19	26	65	27	6	3	12	5	8	11	5	64	110	32	69	27	33
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_indicatrix	54	191	65	60	93	86	0	0	5	0	0	0	32	9	20	40	8	7
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	402	662	574	301	482	349	29	192	255	2885	996	23	426	617	395	371	247	488
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_pavanii	1	0	0	4	0	0	0	1	0	14	1	0	2	3	4	0	0	1
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_rhizophila	50	17	66	17	102	4	0	8	20	93	1	7	81	175	166	73	51	105
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._169	31	15	14	23	7	3	1	5	12	91	4	1	47	83	51	30	17	12
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._364	9	0	3	14	20	0	4	2	2	26	0	0	34	14	21	8	7	46
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._ASS1	0	0	0	30	0	0	0	0	0	2	2	0	2	0	0	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._CW117	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._DFS-20110405	0	0	1	3	2	0	0	1	0	0	1	0	4	0	0	0	0	7
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._DR822	9	0	2	15	6	0	4	0	0	0	0	1	19	6	22	34	1	5
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._ESTM1D_MKCIP4_1	9	9	6	14	11	3	1	10	5	38	4	0	71	18	25	36	220	82
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp._G4	0	1	0	0	1	0	0	0	0	1	0	0	1	6	1	0	1	0
