Taxonomy	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Tybeckvirus|s__Tybeckvirus_tv521B	0	2	0	0	0	4	4	0	0	0	0	0	9	2	0	11	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Herelleviridae|g__Wphvirus|s__Bacillus_phage_Nigalana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Gibbetvirus|s__Gibbetvirus_rsm4	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Kanaloavirus|s__Kanaloavirus_scam9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Libanvirus|s__Libanvirus_ptim40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Lowelvirus|s__Lowelvirus_tuscon4d	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Neptunevirus|s__Neptunevirus_srim50	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Palaemonvirus|s__Palaemonvirus_pssm7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|g__Thaumasvirus|s__Thaumasvirus_stim4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Kyanoviridae|s__Synechococcus_phage_S-SRM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Mesyanzhinovviridae|g__Bosavirus|s__Xanthomonas_phage_Xp12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Mesyanzhinovviridae|g__Keylargovirus|s__Keylargovirus_JL001	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Mesyanzhinovviridae|g__Xooduovirus|s__Xooduovirus_Xoosp2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Mesyanzhinovviridae|s__Janthinobacterium_phage_vB_JliM-Donnerlittchen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Mesyanzhinovviridae|s__Stenotrophomonas_phage_vB_SmaS-AXL_3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Eganvirus|s__Eganvirus_ev186	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Hpunavirus|s__Hpunavirus_HP1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Escherichia_phage_P2_AC1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Peduovirus_L413C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Peduovirus_P2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Peduovirus_Wphi	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Peduovirus_fiAA91ss	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Peduovirus_magyaro	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Yersinia_phage_HQ103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Peduovirus|s__Yersinia_phage_P37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Quadragintavirus|s__Quadragintavirus_ev129	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Wadgaonvirus|s__Wadgaonvirus_wv5004651	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|g__Xuanwuvirus|s__Xuanwuvirus_xv503458	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Peduoviridae|s__Yersinia_phage_vB_YenM_31.17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Rountreeviridae|g__Rosenblumvirus|s__Rosenblumvirus_CSA13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Dongdastvirus|s__Dongdastvirus_Axy04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Efbeekayvirus|s__Efbeekayvirus_Fbkp27	0	3527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Efbeekayvirus|s__Efbeekayvirus_P184	0	3889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Galateavirus|s__Galateavirus_PVA5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Gamaleyavirus|s__Gamaleyavirus_Sb1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Matsuvirus|s__Matsuvirus_pYD6A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|g__Mukerjeevirus|s__Mukerjeevirus_mv48B1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Schitoviridae|s__Shigella_virus_Moo19	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Dhakavirus|s__Dhakavirus_vr5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Gualtarvirus|s__Gualtarvirus_mp1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Karamvirus|s__Karamvirus_mypsh1140	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Karamvirus|s__Karamvirus_petcm34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Karamvirus|s__Karamvirus_pg7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Mosigvirus|s__Mosigvirus_JS09	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Mosugukvirus|s__Mosugukvirus_pm2	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Slopekvirus|s__Klebsiella_virus_PMBT1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Slopekvirus|s__Slopekvirus_eap3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Slopekvirus|s__Slopekvirus_kp15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Slopekvirus|s__Slopekvirus_pht4A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Straboviridae|g__Tequatrovirus|s__Tequatrovirus_T2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Zierdtviridae|g__Foxborovirus|s__Foxborovirus_GTE8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Acadianvirus|s__Acadianvirus_baee	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Aguilavirus|s__Aguilavirus_mEp213	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Alcyoneusvirus|s__Alcyoneusvirus_RaK2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Alegriavirus|s__Alegriavirus_av2B8	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Anatolevirus|s__Anatolevirus_B3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Anayavirus|s__Anayavirus_markphew	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Anayavirus|s__Anayavirus_nibb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Anayavirus|s__Anayavirus_sirphilip	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Aphroditevirus|s__Aphroditevirus_av2TSL2019	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Arawnvirus|s__Arawnvirus_arawn	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Archimedesvirus|s__Archimedesvirus_archimedes	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Asteriusvirus|s__Asteriusvirus_PBECO4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Attoomivirus|s__Attoomivirus_attoomi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Audreyjarvisvirus|s__Audreyjarvisvirus_av949	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Avanivirus|s__Avanivirus_demsculpinboyz	4	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Baxterfoxvirus|s__Baxtervirus_yeezy	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Bertelyvirus|s__Bertelyvirus_SC	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Birdsnestvirus|s__Birdsnestvirus_birdsnest	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Brigitvirus|s__Brigitvirus_brigit	0	65	6259	5	10129	4670	259	31	57	0	0	0	174	5	0	2	413	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Byrnievirus|s__Byrnievirus_HK97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Caelumvirus|s__Caelumvirus_issmi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Camvirus|s__Camvirus_amela	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Camvirus|s__Camvirus_endor1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Cequinquevirus|s__Cequinquevirus_Ld25A	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Chakrabartyvirus|s__Chakrabartyvirus_pf16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Charlievirus|s__Charlievirus_phrann	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Cheoctovirus|s__Mycobacterium_virus_Ramsey	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Chiangmaivirus|s__Chiangmaivirus_RSL2	0	0	5	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Chopinvirus|s__Chopinvirus_KSY1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Coatlandelriovirus|s__Coatlandelriovirus_RSP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Coetzeevirus|s__Coetzeevirus_JL1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Colossusvirus|s__Colossusvirus_colossus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Colunavirus|s__Colunavirus_iLp1308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Coopervirus|s__Coopervirus_nigel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Cuauhtlivirus|s__Cuauhtlivirus_mEpX1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Delepquintavirus|s__Delepquintavirus_DLP5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Derbicusvirus|s__Cronobacter_phage_CR5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Deseoctovirus|s__Deseoctovirus_DS8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Dismasvirus|s__Microbacterium_phage_AvGardian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Dismasvirus|s__Microbacterium_phage_Lahqtemish	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Donellivirus|s__Donellivirus_gee	0	0	1	0	0	4	0	0	0	0	0	3	2	0	0	0	2	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Dybvigvirus|s__Dybvigvirus_Av1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Emalynvirus|s__Emalynvirus_GTE2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Eneladusvirus|s__Eneladusvirus_Yen904	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Eponavirus|s__Eponavirus_epona	0	3	1732	7	5	46	1	0	150	0	0	0	73	0	0	2	0	1
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Erskinevirus|s__Erskinevirus_EaH2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Erskinevirus|s__Erskinevirus_asesino	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_AYO145A	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_Alf5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_BPS15Q2	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_BPS17L1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_BPS17W1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_EC6	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_HY02	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_JH2	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_SP116	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_TP1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_UAB87	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_VpaE1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_felixO1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_mushroom	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Felixounavirus_wV8	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Felixounavirus|s__Salmonella_phage_vB_SAg-RPN213	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Firehammervirus|s__Campylobacter_virus_IBB35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Gofduovirus|s__Gofduovirus_GF2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Gofduovirus|s__Gofduovirus_edno5	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Gordonvirus|s__Arthrobacter_phage_Breylor17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	30
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Gordonvirus|s__Arthrobacter_phage_Niktson	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Gordonvirus|s__Arthrobacter_phage_Tatanka	28	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Goslarvirus|s__Goslarvirus_goslar	0	0	31	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Hapunavirus|s__Hapunavirus_HAP1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Heilongjiangvirus|s__Heilongjiangvirus_Lb	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Henunavirus|s__Henunavirus_SNUABM01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jarrellvirus|s__Jarrellvirus_BCAJ1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Escherichia_phage_ZCEC13	0	0	0	3	0	374	2	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Jedunavirus_JD001	0	0	0	0	0	340	5	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Jedunavirus_KpV52	0	0	0	2	0	917	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Jedunavirus_KpV80	0	0	0	5	4	4523	38	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Klebsiella_phage_1611E-K2-1	0	0	0	1	2	1914	16	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Klebsiella_phage_BUCT_47333	0	0	0	1	0	851	3	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Klebsiella_phage_BUCT_49532	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Klebsiella_phage_Geezett	0	0	0	2	1	613	1	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Jedunavirus|s__Klebsiella_phage_MEW1	0	0	0	6	1	2551	17	0	0	0	0	0	0	0	0	0	0	0
